partner_id,tenure_months,city_district,avg_customer_rating,safety_score,avg_weekly_trips,grab_pay_usage_rate,acceptance_rate,cancellation_rate,peak_hour_percentage,avg_weekly_earnings,earnings_stability_score,loan_default
2535,44,West,4.55,74.8,109,0.55,0.87,0.06,0.2,14685.07998797011,3199.58,1
2536,16,South,4.98,86.9,67,0.26,0.93,0.03,0.71,12726.306006527533,1913.89,0
2537,42,North,5.0,85.3,27,0.65,0.92,0.15,0.7,10377.099566999044,2719.37,1
2538,25,East,4.95,71.1,58,0.63,0.91,0.1,0.74,13407.696905664066,1742.71,1
2539,9,West,4.63,99.2,69,0.31,0.89,0.12,0.78,14109.866087762828,2114.17,1
2540,14,East,4.97,91.7,57,0.51,0.97,0.02,0.55,14130.111163214906,1096.15,0
2541,44,South,4.93,97.4,101,0.63,0.93,0.14,0.7,15704.630591418327,1417.3,0
2542,4,North,4.74,75.9,79,0.3,0.98,0.05,0.7,18427.571020842763,1803.03,0
2543,21,South,4.9,82.9,64,0.22,0.92,0.07,0.38,11604.109384985486,2123.65,0
2544,16,South,4.92,98.2,53,0.23,0.92,0.03,0.78,14729.025159088698,1455.61,0
2545,51,West,4.78,81.3,108,0.43,0.87,0.07,0.47,17469.935621091437,2680.59,0
2546,19,South,4.74,77.9,34,0.35,0.96,0.15,0.4,12270.071160576106,2752.49,1
2547,34,North,4.84,76.2,75,0.22,0.96,0.11,0.33,13915.370448467218,1464.88,0
2548,6,North,4.51,90.7,118,0.11,0.97,0.04,0.42,16192.527715390928,2520.24,0
2549,26,North,4.84,79.2,53,0.84,0.97,0.01,0.5,12097.363622865694,2691.32,0
2550,31,West,4.76,79.0,58,0.65,0.87,0.02,0.43,13854.015360613092,2109.01,0
2551,14,West,4.68,87.1,136,0.6,0.91,0.09,0.22,17181.408400689084,1134.24,1
2552,42,East,4.54,95.8,89,0.3,0.96,0.04,0.44,14585.914901356073,2081.51,0
2553,39,East,4.84,86.1,79,0.34,0.91,0.03,0.63,14331.249882528951,2655.63,0
2554,21,East,4.56,74.0,124,0.7,0.98,0.08,0.28,14810.615036850917,1913.55,1
2555,49,North,4.78,86.9,89,0.46,0.92,0.13,0.37,15678.192181797389,3440.05,1
2556,40,North,4.57,76.9,38,0.57,0.93,0.13,0.53,13782.430517393452,1986.79,1
2557,40,West,4.87,70.4,48,0.53,0.87,0.11,0.5,11267.029953065863,20.56,0
2558,27,South,4.72,83.7,139,0.72,0.89,0.06,0.76,18652.13725988538,1654.5,0
2559,9,West,4.83,95.2,124,0.38,0.93,0.08,0.32,16753.986793498356,3752.48,1
2560,9,West,4.68,71.1,63,0.28,0.88,0.15,0.37,14181.015246082154,2310.97,1
2561,25,North,4.83,91.0,40,0.63,0.93,0.05,0.51,13412.294997689252,2320.25,0
2562,25,East,4.98,81.2,27,0.28,0.92,0.1,0.73,12667.542272768027,1853.17,1
2563,13,South,4.98,88.4,116,0.71,0.99,0.12,0.23,16650.17445038429,3326.38,1
2564,23,West,4.76,79.4,140,0.43,0.95,0.01,0.51,16278.698589937896,1809.53,1
2565,32,North,4.67,80.7,128,0.72,0.94,0.07,0.25,14958.335379776876,0.0,0
2566,26,West,4.88,83.4,147,0.85,0.94,0.1,0.64,14978.19600429407,1651.25,1
2567,3,South,4.87,83.9,51,0.54,0.96,0.05,0.79,13740.021174913398,3525.98,0
2568,24,South,4.56,76.2,59,0.49,0.92,0.05,0.47,14774.121480524282,2685.17,1
2569,27,East,4.91,77.3,104,0.23,0.95,0.04,0.23,16863.918668821258,1569.95,0
2570,3,East,4.57,91.4,33,0.24,0.97,0.09,0.25,8501.10939051704,3393.29,1
2571,7,North,4.91,70.1,100,0.45,0.91,0.09,0.58,17799.402898483928,1494.34,1
2572,10,South,4.68,84.7,136,0.19,0.88,0.09,0.77,19470.435846223947,2789.85,1
2573,19,South,4.58,77.5,86,0.77,0.87,0.05,0.74,12775.287549083638,2506.53,1
2574,8,West,4.62,88.7,122,0.66,0.88,0.13,0.4,14374.837590056924,3364.43,1
2575,50,East,4.53,71.0,45,0.71,0.98,0.08,0.63,12058.243349925124,2195.7,1
2576,15,South,4.9,81.4,22,0.63,0.98,0.15,0.21,10184.136327180086,4117.64,1
2577,47,East,4.55,90.3,88,0.56,0.91,0.03,0.77,13544.341471642463,687.49,0
2578,25,South,4.74,96.8,145,0.48,0.96,0.11,0.28,16325.78129538936,1773.01,0
2579,32,North,4.92,83.5,89,0.6,0.89,0.13,0.32,15606.759847750527,1826.96,0
2580,47,East,4.78,98.4,105,0.51,0.94,0.05,0.41,14726.450568845767,1613.86,0
2581,56,East,4.61,77.8,42,0.66,0.92,0.08,0.28,13919.817632818384,4260.82,1
2582,53,West,4.59,93.7,107,0.36,0.91,0.14,0.73,17531.74632282758,3167.27,1
2583,38,West,4.5,71.1,92,0.45,1.0,0.13,0.64,13160.102625831523,1437.65,1
2584,53,North,4.62,99.6,52,0.52,0.87,0.05,0.2,9573.033011213467,1933.09,0
2585,56,West,4.68,77.3,65,0.83,0.89,0.12,0.62,14203.152968831115,1185.67,1
2586,23,South,4.75,87.7,124,0.57,0.97,0.03,0.49,14604.39083602269,1679.59,0
2587,29,North,4.99,77.9,31,0.8,0.91,0.11,0.68,12792.44493382106,3039.39,1
2588,39,West,4.89,84.5,39,0.49,0.95,0.14,0.69,12820.191709410648,2752.66,0
2589,59,South,4.92,76.0,110,0.38,0.95,0.04,0.31,14853.22137953763,1432.16,0
2590,46,South,4.93,83.3,27,0.68,0.86,0.1,0.62,13821.325731751314,1233.97,0
2591,49,North,4.58,80.5,41,0.47,0.9,0.02,0.4,11362.456722565126,4313.64,0
2592,44,North,4.51,88.5,22,0.57,0.95,0.13,0.23,9876.605989763148,613.73,0
2593,12,South,4.95,75.8,78,0.45,0.96,0.07,0.24,12635.047312389503,724.03,0
2594,50,North,4.77,92.6,21,0.56,1.0,0.06,0.69,10855.115989351021,2101.37,0
2595,38,West,4.85,97.6,127,0.65,0.92,0.12,0.27,13301.846867662045,1770.81,0
2596,9,West,4.55,99.1,133,0.13,0.89,0.13,0.78,16022.500342007434,2161.31,1
2597,29,North,4.81,72.9,109,0.24,0.94,0.06,0.72,14243.3356361108,1987.42,1
2598,16,East,4.71,72.5,76,0.49,1.0,0.04,0.33,12355.120100564542,2364.51,0
2599,45,South,4.75,98.5,20,0.53,0.96,0.09,0.53,12259.670274620752,2335.42,0
2600,7,South,4.52,83.8,108,0.13,0.95,0.06,0.74,16352.67523052241,578.28,1
2601,4,South,4.57,75.0,90,0.2,0.85,0.03,0.57,14220.997544237274,2469.68,1
2602,26,South,4.84,79.2,93,0.51,1.0,0.02,0.63,16796.038364179884,1815.48,0
2603,11,East,4.68,93.2,23,0.83,0.92,0.13,0.2,11269.040222074393,1343.08,0
2604,30,West,4.81,89.8,125,0.59,1.0,0.11,0.49,15551.620299474494,2271.06,0
2605,26,South,4.68,98.5,48,0.86,0.97,0.04,0.7,13815.788286425566,1703.86,0
2606,55,East,4.59,85.1,44,0.24,0.94,0.13,0.46,12476.947268678858,2221.4,0
2607,38,East,4.63,80.6,20,0.48,0.86,0.09,0.36,10505.93708035437,1593.26,1
2608,27,West,4.76,70.9,149,0.2,0.88,0.07,0.31,16783.005972853804,1519.78,1
2609,34,North,4.84,72.3,120,0.64,1.0,0.05,0.29,16837.47875537499,1646.76,0
2610,15,North,4.82,84.2,23,0.36,0.92,0.08,0.21,11528.683021397026,3347.02,1
2611,23,North,4.55,89.0,90,0.57,0.9,0.06,0.34,15266.306873038278,1672.63,1
2612,9,South,4.75,77.8,62,0.73,0.95,0.04,0.46,13843.924797521497,2888.42,1
2613,44,South,4.95,96.6,45,0.42,0.98,0.04,0.52,11944.09111358485,2064.91,0
2614,54,North,4.82,93.1,40,0.7,0.87,0.06,0.63,12338.528593645255,1380.56,0
2615,12,East,4.53,82.8,73,0.8,0.95,0.14,0.75,13426.80427730521,692.26,1
2616,21,West,4.7,71.6,20,0.78,0.86,0.1,0.5,11868.49890652228,1540.64,1
2617,1,South,4.62,91.3,25,0.39,0.85,0.03,0.32,11134.40975899725,1971.5,1
2618,40,South,4.64,82.2,80,0.68,0.94,0.13,0.3,15037.32789691038,1831.66,1
2619,39,West,4.65,97.8,57,0.41,0.92,0.1,0.36,10170.392566133103,727.44,0
2620,54,South,4.71,89.0,36,0.81,0.98,0.08,0.56,13355.580291590732,3168.84,0
2621,52,West,4.99,86.3,110,0.43,0.86,0.14,0.37,16504.17257950913,2186.01,0
2622,10,East,4.59,99.9,125,0.29,0.88,0.02,0.45,16604.486262643673,3397.91,0
2623,1,West,4.57,75.3,49,0.23,0.97,0.11,0.38,13055.663114394321,0.0,1
2624,3,East,4.64,92.2,112,0.29,1.0,0.01,0.62,15126.82870543217,1915.37,0
2625,50,West,4.66,87.9,43,0.83,0.89,0.08,0.41,12771.889253799895,3118.11,0
2626,53,North,4.87,83.2,55,0.2,0.97,0.08,0.43,12801.420195335688,2524.42,1
2627,32,North,4.9,81.7,118,0.56,0.98,0.05,0.47,16811.142106193533,190.69,0
2628,48,South,4.84,97.5,45,0.61,0.89,0.14,0.39,13328.009084636262,3163.23,0
2629,19,West,4.82,74.2,58,0.36,0.93,0.11,0.66,14685.138930400251,2180.01,1
2630,39,South,4.85,78.6,60,0.5,0.88,0.01,0.53,15995.042663863715,1334.14,0
2631,10,West,4.8,76.6,94,0.49,0.99,0.06,0.37,16199.59559189586,1310.01,0
2632,26,West,4.7,72.0,50,0.84,0.95,0.06,0.51,13055.579558669016,3655.03,1
2633,51,West,5.0,83.4,23,0.74,0.89,0.14,0.69,12448.864823247535,1206.83,0
2634,8,South,4.58,78.4,133,0.4,1.0,0.08,0.69,18284.388884274173,1750.07,1
2635,14,South,4.99,74.9,87,0.69,0.97,0.03,0.65,16135.345516293972,1677.23,0
2636,53,South,4.73,75.6,146,0.57,0.86,0.14,0.47,17951.236537579523,1465.16,1
2637,59,West,4.6,90.8,54,0.56,0.93,0.12,0.33,11748.788649983639,2047.09,1
2638,37,South,4.66,97.7,112,0.64,0.91,0.11,0.46,14979.736961391747,506.22,0
2639,8,North,4.72,94.9,54,0.68,0.96,0.07,0.24,13145.87349109603,3084.94,0
2640,47,North,4.61,78.7,127,0.1,0.89,0.1,0.65,16136.743619961406,2778.91,1
2641,38,North,4.91,78.5,96,0.69,0.87,0.06,0.56,15822.55784404812,2536.13,0
2642,20,East,4.78,92.5,127,0.88,0.92,0.04,0.68,18033.384547114892,2370.02,0
2643,51,West,4.86,97.7,123,0.52,0.95,0.05,0.59,16509.832150139224,1109.83,0
2644,55,West,4.97,90.2,130,0.34,0.94,0.02,0.7,19524.335442774765,316.74,0
2645,55,South,4.97,91.2,38,0.2,0.98,0.07,0.69,13777.08385519047,3357.88,1
2646,6,North,4.55,96.4,130,0.44,0.95,0.11,0.56,15758.777001409786,3371.16,1
2647,7,West,4.74,87.4,99,0.39,0.99,0.13,0.63,14711.794757136191,1456.03,0
2648,13,North,4.98,86.9,121,0.31,0.98,0.08,0.38,18386.77109032171,1036.81,1
2649,43,West,4.65,83.5,42,0.15,0.94,0.11,0.55,13048.972180466202,4272.14,1
2650,29,North,4.66,82.6,104,0.39,0.93,0.12,0.5,14877.483520423431,2490.76,1
2651,29,South,4.94,79.2,82,0.81,0.9,0.03,0.59,16612.527333834823,1451.92,0
2652,37,North,4.78,74.1,22,0.17,0.94,0.12,0.23,11997.589258772454,2410.59,1
2653,47,North,4.89,96.1,83,0.2,0.92,0.14,0.53,12365.828661369767,2233.84,0
2654,10,East,4.61,74.3,100,0.12,0.89,0.13,0.42,12592.708715336219,2552.94,1
2655,49,South,4.98,84.0,32,0.37,0.95,0.12,0.49,12609.805362533705,657.63,0
2656,52,North,4.79,96.0,78,0.66,0.96,0.08,0.42,11827.030443288884,1767.71,0
2657,8,West,4.67,96.5,32,0.48,0.88,0.06,0.7,12005.61252062713,2533.93,1
2658,26,North,4.82,96.1,82,0.47,0.85,0.05,0.57,12352.87854118349,2146.75,0
2659,2,West,4.59,89.5,130,0.3,0.87,0.01,0.73,17064.50178580727,545.64,1
2660,34,South,4.51,94.6,135,0.28,0.86,0.12,0.76,15061.308752098446,2785.7,1
2661,25,South,4.83,99.6,34,0.52,0.86,0.02,0.63,13105.299788151193,2058.98,0
2662,20,West,4.89,92.7,60,0.53,0.87,0.05,0.55,13492.030873345317,2194.88,0
2663,57,North,4.84,72.1,37,0.87,0.94,0.08,0.57,12514.54565180681,1679.56,0
2664,35,South,4.57,87.6,134,0.11,0.98,0.12,0.26,16356.052722168723,1607.31,1
2665,24,South,4.64,77.4,132,0.13,0.88,0.02,0.51,16006.354630463264,943.18,1
2666,35,West,4.83,79.5,88,0.86,0.89,0.03,0.23,11296.588029155519,82.06,0
2667,52,West,4.99,80.0,115,0.42,0.99,0.08,0.47,16873.12084227114,2487.9,1
2668,37,West,4.59,76.0,110,0.3,0.93,0.07,0.7,16843.74451691401,2567.23,1
2669,13,North,4.96,76.2,137,0.87,0.92,0.05,0.61,15417.785412109733,1447.59,1
2670,29,South,4.92,76.5,31,0.39,0.96,0.05,0.5,11471.747136400752,1441.86,0
2671,52,North,4.53,84.4,70,0.6,0.92,0.07,0.42,11555.964062900755,1039.57,0
2672,55,East,4.6,73.7,97,0.11,0.91,0.07,0.38,16398.015185696608,1764.57,1
2673,12,West,4.59,72.3,41,0.15,0.88,0.11,0.68,11087.701317247813,2465.85,1
2674,45,South,4.95,97.7,77,0.43,0.94,0.01,0.69,15013.801486748212,506.49,0
2675,15,North,4.89,76.8,43,0.19,0.97,0.15,0.33,12007.320315968855,2134.88,1
2676,28,South,4.77,85.7,77,0.38,0.96,0.07,0.8,14362.673657038778,744.09,1
2677,26,North,4.79,76.7,127,0.83,0.96,0.05,0.41,16741.602453484662,1009.33,0
2678,22,North,4.77,82.4,61,0.27,0.95,0.13,0.44,13351.230195253063,1901.59,1
2679,36,West,4.64,98.3,139,0.15,0.98,0.07,0.42,14977.457241246024,1814.69,0
2680,58,West,4.83,91.4,79,0.71,0.98,0.01,0.65,15319.925553843095,1994.47,0
2681,5,South,4.83,93.0,23,0.13,0.98,0.13,0.25,10962.916902248298,1178.7,1
2682,40,South,4.54,84.2,114,0.2,0.86,0.14,0.39,13509.10579514678,1943.18,1
2683,51,West,4.91,82.4,96,0.46,0.92,0.11,0.73,14603.511818307286,677.97,0
2684,54,North,4.99,85.5,20,0.74,0.86,0.1,0.29,9532.967446335637,1454.98,0
2685,54,South,4.58,90.4,125,0.4,0.94,0.07,0.68,18216.83387572972,845.23,1
2686,58,North,4.85,75.6,23,0.81,0.92,0.06,0.4,12326.027341512683,914.34,0
2687,36,East,4.97,78.7,63,0.13,0.94,0.07,0.27,11434.345247604424,2752.12,0
2688,32,South,4.97,79.5,28,0.71,0.94,0.15,0.7,12694.16966190208,1874.69,1
2689,39,West,4.73,92.3,43,0.24,0.88,0.09,0.26,12337.70052775643,2507.92,1
2690,18,North,4.83,84.3,66,0.65,0.92,0.06,0.35,12765.110675853677,1368.62,0
2691,50,West,4.59,95.5,94,0.44,0.99,0.07,0.28,14680.633333045904,2617.44,0
2692,59,North,4.68,82.1,25,0.54,0.91,0.14,0.2,8917.837381191723,2283.7,1
2693,18,West,4.89,93.6,76,0.55,0.93,0.13,0.32,14702.809969519285,1794.77,0
2694,26,North,4.53,92.8,81,0.15,0.88,0.05,0.27,11938.20832727621,1742.97,1
2695,17,East,4.77,81.6,93,0.27,0.88,0.06,0.52,16765.065701634445,1798.95,1
2696,1,North,4.51,85.4,40,0.13,0.88,0.04,0.21,11271.882601267807,837.43,1
2697,28,East,4.68,98.4,134,0.68,0.96,0.15,0.39,13995.613586675394,3643.37,1
2698,20,South,4.93,94.2,71,0.18,0.97,0.06,0.42,13901.406581737208,1567.41,0
2699,27,South,4.53,93.8,130,0.16,0.9,0.06,0.47,16722.794443788367,2432.13,1
2700,27,North,4.93,88.3,143,0.15,0.89,0.06,0.61,15794.666786659049,2111.29,1
2701,5,West,4.74,85.5,149,0.13,0.93,0.07,0.73,19160.76832523985,1822.46,1
2702,56,West,4.72,91.9,30,0.4,0.98,0.11,0.39,11215.189628124068,1870.54,0
2703,35,South,4.84,73.5,123,0.76,0.86,0.12,0.67,18377.218608464937,2478.72,1
2704,12,North,4.7,70.6,122,0.81,0.89,0.06,0.36,10967.112488162034,2706.63,1
2705,2,South,4.85,79.1,32,0.39,0.86,0.07,0.29,10643.78882611428,1030.32,1
2706,43,South,4.66,82.2,40,0.72,0.88,0.08,0.2,10107.060578263478,124.93,1
2707,30,West,4.66,88.6,87,0.85,0.99,0.03,0.34,13434.196029209763,1425.16,0
2708,55,South,4.76,75.8,58,0.4,0.9,0.07,0.21,12739.995755589127,1140.35,1
2709,3,South,4.87,75.3,110,0.89,0.91,0.14,0.26,14659.912814974146,3813.99,1
2710,16,West,4.86,94.2,38,0.79,0.96,0.11,0.3,13867.31440011669,3687.42,1
2711,27,East,4.73,74.8,28,0.81,0.94,0.08,0.66,12274.86630796739,2657.83,1
2712,14,North,4.7,72.0,74,0.84,0.92,0.11,0.31,16151.996618607105,593.47,0
2713,48,East,4.69,82.8,129,0.68,0.94,0.01,0.71,19841.548870346367,1137.49,0
2714,53,South,4.64,82.0,140,0.36,0.88,0.01,0.41,20018.546533695637,257.35,0
2715,54,South,4.82,83.0,104,0.79,0.94,0.12,0.76,16287.476509179343,2792.94,1
2716,39,North,4.86,81.9,24,0.66,0.99,0.15,0.21,12148.565517795847,2091.01,1
2717,19,North,4.88,70.6,50,0.64,0.92,0.1,0.56,12160.586923163315,1178.32,1
2718,49,East,4.83,87.8,130,0.5,0.87,0.02,0.77,19152.909857357492,2318.74,0
2719,42,North,4.86,99.0,58,0.24,0.96,0.05,0.37,10411.30091446545,1299.33,0
2720,29,East,4.5,86.0,133,0.56,0.88,0.06,0.42,15691.32524876684,2258.41,1
2721,22,North,4.83,73.5,125,0.61,0.86,0.08,0.6,14517.408678402464,2028.71,1
2722,22,East,4.65,71.3,127,0.4,0.96,0.08,0.42,16451.0062054191,2244.4,1
2723,52,North,4.99,72.3,132,0.82,0.92,0.06,0.31,17679.3698523642,2305.82,0
2724,54,South,4.89,97.2,83,0.47,0.92,0.01,0.32,12382.558795678491,2668.4,0
2725,39,North,4.64,93.2,64,0.56,0.92,0.12,0.58,11089.01838697874,823.63,0
2726,59,East,4.54,79.8,42,0.41,0.86,0.15,0.76,12461.487105663515,3821.0,1
2727,41,West,4.54,90.2,98,0.84,0.97,0.09,0.62,13802.531790016406,1819.94,0
2728,42,South,4.67,90.2,78,0.2,0.96,0.14,0.48,15295.55303336157,1172.7,1
2729,35,South,4.93,70.3,53,0.76,0.92,0.02,0.63,15278.487205292928,2234.73,0
2730,45,East,4.9,96.8,112,0.79,0.92,0.08,0.52,15760.480747197531,1901.93,0
2731,24,West,4.65,74.7,85,0.23,0.86,0.08,0.52,15386.181577327066,15.24,1
2732,7,West,4.71,84.3,105,0.5,0.9,0.13,0.6,16736.15973111505,60.98,1
2733,32,West,4.95,91.2,118,0.35,0.91,0.02,0.37,15936.647370256285,2383.82,0
2734,26,North,4.74,88.3,133,0.21,0.97,0.1,0.63,16468.65585674746,2294.06,1
2735,30,East,4.78,90.2,124,0.32,0.89,0.12,0.38,17454.448804086867,2022.99,0
2736,45,South,4.98,72.3,88,0.69,0.91,0.03,0.76,17119.337819939745,797.19,1
2737,19,North,4.93,71.9,103,0.3,0.91,0.06,0.78,15946.670703533779,2153.09,1
2738,25,East,4.86,88.0,147,0.71,0.98,0.1,0.62,17529.694991162887,2996.88,0
2739,18,North,4.53,73.5,56,0.19,0.94,0.11,0.57,15376.4768239189,1044.7,1
2740,23,South,4.53,86.4,28,0.72,0.9,0.05,0.7,10487.954894313274,3639.43,1
2741,51,South,4.68,86.8,139,0.3,0.87,0.05,0.35,15241.33373761889,1371.25,0
2742,15,East,4.8,95.5,48,0.23,0.88,0.07,0.31,13794.206693115062,977.5,0
2743,49,North,4.56,83.7,42,0.32,0.87,0.07,0.68,14425.793440969577,3387.96,1
2744,48,South,4.72,87.1,62,0.36,0.99,0.06,0.69,13860.144879930804,1080.1,0
2745,30,West,4.75,77.9,116,0.7,0.92,0.05,0.72,16671.06511577189,1807.83,0
2746,45,South,4.96,97.4,94,0.57,0.89,0.15,0.46,11466.88824828971,2444.92,0
2747,3,North,4.85,89.1,73,0.3,0.96,0.07,0.27,12865.952733377118,1028.85,0
2748,15,North,4.65,94.3,64,0.89,0.88,0.11,0.68,12301.649834358033,2002.79,0
2749,15,North,4.6,72.6,133,0.75,0.93,0.04,0.67,19672.956653102778,586.31,1
2750,42,South,4.53,88.0,131,0.77,0.97,0.1,0.59,13357.274277765533,1779.49,0
2751,11,North,4.96,90.7,115,0.9,0.89,0.1,0.69,18894.809972298564,1882.55,1
2752,31,East,4.79,79.1,107,0.64,1.0,0.1,0.31,15497.69002997377,4010.57,1
2753,43,South,4.65,79.5,71,0.5,0.94,0.05,0.76,14718.166513495387,2281.15,1
2754,37,East,4.55,97.6,51,0.49,1.0,0.06,0.21,10670.039738772935,1020.2,0
2755,22,West,4.58,98.8,127,0.58,0.91,0.05,0.58,20163.471918536085,1451.84,1
2756,27,South,4.55,81.2,52,0.4,0.92,0.15,0.71,12839.209369046244,1826.71,1
2757,29,West,4.98,93.4,36,0.72,0.85,0.15,0.67,11644.145252948585,1896.61,1
2758,14,East,4.86,98.6,21,0.54,0.93,0.06,0.53,11966.653970813928,3191.22,0
2759,37,East,4.6,76.1,126,0.41,0.95,0.04,0.28,15841.458102009085,361.37,1
2760,38,East,4.56,83.8,144,0.59,0.98,0.12,0.66,19626.05781990532,3023.47,1
2761,12,North,4.83,76.2,87,0.27,0.95,0.07,0.39,15016.472005519732,2770.06,1
2762,46,North,4.58,70.4,120,0.48,0.92,0.14,0.36,17093.090960424546,883.39,1
2763,47,South,4.55,83.1,58,0.25,0.9,0.11,0.57,14531.579080000003,1718.42,1
2764,12,South,4.89,85.1,123,0.9,0.88,0.02,0.3,15774.016802168699,3290.88,0
2765,24,East,4.71,82.2,53,0.68,0.98,0.12,0.39,11508.834043186054,1487.61,0
2766,1,North,4.76,85.9,61,0.83,0.88,0.14,0.27,12611.971762351612,899.99,0
2767,28,East,4.87,78.6,33,0.18,0.87,0.12,0.73,12979.766232061032,3130.22,1
2768,35,South,4.69,93.8,87,0.89,0.86,0.13,0.27,12901.999937995288,2211.86,1
2769,1,East,4.98,74.6,78,0.15,0.9,0.15,0.54,15471.595157422795,2593.94,1
2770,35,North,4.52,82.4,92,0.58,0.88,0.13,0.33,14265.451562807519,1099.85,1
2771,4,West,4.61,94.1,24,0.7,0.89,0.06,0.21,9751.256001572117,2852.98,1
2772,26,South,4.75,90.8,105,0.34,0.9,0.04,0.45,15104.066209328772,0.0,0
2773,26,West,4.68,99.0,125,0.62,0.95,0.13,0.6,15108.74260079316,2468.71,1
2774,41,South,4.99,81.8,101,0.35,0.95,0.13,0.74,17759.57446510946,3504.78,1
2775,22,East,4.54,91.4,59,0.47,0.9,0.13,0.67,12633.171078581056,2280.99,1
2776,39,North,4.9,81.2,70,0.68,0.95,0.1,0.65,15221.002526547452,2087.88,0
2777,26,North,4.56,73.5,135,0.75,0.86,0.03,0.76,15338.678323348364,2551.29,1
2778,49,West,4.62,76.3,54,0.72,0.98,0.11,0.68,12146.717251970134,2536.29,1
2779,49,North,4.64,81.3,81,0.16,0.98,0.08,0.77,14976.285752593014,180.78,0
2780,19,East,4.92,76.4,140,0.42,0.89,0.11,0.57,15872.149495729029,1476.47,1
2781,22,East,4.74,82.3,133,0.21,0.93,0.11,0.52,18098.051515245566,1964.71,1
2782,59,West,4.99,81.5,96,0.73,0.93,0.14,0.77,17185.3937927193,2769.28,0
2783,59,East,4.63,88.2,59,0.32,0.87,0.12,0.44,13102.592975695152,1573.6,0
2784,21,West,4.96,85.8,148,0.69,0.87,0.1,0.35,16750.618768921184,0.0,0
2785,23,North,4.64,82.2,65,0.9,0.88,0.14,0.28,12160.428058748099,942.03,1
2786,4,North,4.92,86.2,136,0.45,0.94,0.14,0.59,14138.748806576015,280.48,1
2787,23,East,4.95,70.4,85,0.77,0.87,0.01,0.57,15151.348087463539,1777.44,1
2788,8,North,4.95,87.2,26,0.18,0.97,0.12,0.21,11068.549283496324,1853.69,0
2789,23,East,4.88,77.4,53,0.35,0.97,0.11,0.75,16146.255467739858,2637.36,1
2790,34,West,4.98,87.1,29,0.79,0.93,0.13,0.49,11282.770517434605,2579.95,0
2791,15,West,4.52,80.2,145,0.71,0.9,0.07,0.52,19785.561204465997,1840.57,1
2792,50,East,4.63,92.0,149,0.83,0.93,0.03,0.39,16994.6246911855,2556.61,0
2793,3,South,4.57,71.1,41,0.52,0.91,0.07,0.39,11651.460782663853,2126.53,1
2794,22,North,4.78,79.4,36,0.57,0.88,0.06,0.49,11866.157675592833,1095.21,0
2795,17,West,4.65,70.6,113,0.46,0.88,0.09,0.55,15277.644615751096,867.98,1
2796,2,East,4.91,79.6,31,0.17,0.97,0.03,0.31,11282.141419253534,436.37,0
2797,19,South,4.99,97.6,130,0.48,0.92,0.07,0.29,15503.301406237966,1442.07,0
2798,47,West,4.56,100.0,111,0.13,0.99,0.1,0.48,13173.683129749377,2292.05,0
2799,40,East,4.69,97.0,36,0.13,0.86,0.07,0.66,11434.91521506156,2162.27,1
2800,10,East,4.71,96.8,23,0.4,0.87,0.05,0.71,12286.706012086119,1619.94,0
2801,45,West,4.75,78.7,139,0.66,0.92,0.01,0.69,19537.98521074282,1231.84,0
2802,27,West,4.6,76.2,63,0.77,0.92,0.04,0.68,15105.598399704635,2724.68,1
2803,3,West,4.87,86.0,65,0.32,0.9,0.05,0.42,13076.94222969584,2406.4,1
2804,7,North,4.96,80.3,106,0.9,0.88,0.09,0.39,15687.230313266185,2842.31,1
2805,59,West,4.97,71.8,60,0.64,0.99,0.06,0.33,15730.901491083288,1930.25,0
2806,3,North,4.69,91.4,117,0.29,0.87,0.1,0.59,15229.558917891663,2501.21,1
2807,59,West,4.91,83.3,108,0.13,0.93,0.08,0.4,13317.82422122236,1400.64,0
2808,37,North,4.63,90.2,135,0.34,0.93,0.02,0.57,19972.13356183549,3929.01,0
2809,42,West,4.54,97.0,130,0.79,0.94,0.04,0.68,15520.612168380057,3058.54,1
2810,37,East,4.5,98.9,74,0.86,0.93,0.1,0.34,13038.37700916905,3204.1,1
2811,52,East,4.66,89.4,130,0.14,0.94,0.03,0.38,15202.881590089783,2262.16,0
2812,18,North,4.92,92.2,147,0.33,0.9,0.11,0.5,19941.37205379313,1006.9,0
2813,56,North,4.9,77.3,58,0.69,0.94,0.01,0.71,14257.993352909623,2374.98,0
2814,36,West,4.92,93.5,43,0.46,0.86,0.02,0.42,12578.726907533992,2809.58,0
2815,20,South,4.65,95.7,62,0.77,0.99,0.09,0.78,15079.034091273334,1704.48,0
2816,37,South,4.99,87.4,114,0.87,0.88,0.02,0.25,17715.83954438363,1357.38,0
2817,26,East,4.73,75.8,83,0.37,0.88,0.03,0.79,16513.579181106885,270.29,1
2818,1,East,4.8,74.7,79,0.71,0.97,0.08,0.26,10650.088593588764,3315.4,1
2819,38,West,4.7,99.6,39,0.15,0.9,0.11,0.7,12876.196029375136,541.91,0
2820,20,West,4.71,98.6,138,0.37,0.88,0.1,0.74,17297.28982374225,1257.22,1
2821,49,West,4.83,91.8,30,0.27,0.96,0.1,0.53,11042.73977054264,2290.94,1
2822,19,East,4.78,97.7,114,0.7,0.86,0.12,0.24,15694.85370920526,2064.55,0
2823,41,East,4.53,90.5,98,0.37,0.96,0.06,0.6,16757.033919900583,1550.1,1
2824,23,East,4.98,76.2,25,0.76,0.98,0.11,0.63,10484.466171341108,3686.51,1
